MIN;AVG;MAX
67;122;176
72;124;188
39;121;165
72;122;167
70;122;169
63;123;178
38;122;164
66;124;171
69;123;163
42;122;176
66;125;168
66;124;169
70;126;164
37;125;176
66;126;174
68;126;178
67;125;178
42;125;180
68;123;173
69;121;153
68;121;160
51;126;169
69;126;170
72;127;172
69;124;181
43;126;169
68;126;172
66;123;176
43;125;180
72;123;177
77;122;168
64;122;165
40;124;170
71;130;180
68;120;153
70;123;165
35;119;168
68;121;161
54;124;162
71;127;169
39;128;180
62;125;169
70;125;159
67;126;163
40;125;169
66;124;154
75;128;165
39;122;161
73;124;165
67;123;168
67;122;157
40;119;157
64;122;162
64;122;174
64;123;159
41;124;173
69;123;162
64;119;158
72;123;164
31;123;165
67;121;169
66;123;177
67;124;167
40;126;181
69;125;162
68;125;177
67;124;172
44;123;168
37;124;172
68;123;172
41;125;175
69;124;157
61;125;173
66;126;172
44;124;177
69;124;162
70;127;172
69;124;169
38;124;170
66;123;159
66;125;168
70;130;181
40;124;165
68;125;171
69;126;171
38;123;171
73;125;159
69;124;172
66;124;169
42;123;171
67;121;160
69;125;169
70;126;176
39;122;157
71;120;153
73;124;171
64;123;172
41;124;174
67;127;174
66;125;165
68;123;157
36;120;153
63;122;172
65;124;180
65;126;169
40;124;161
68;123;163
78;125;161
51;119;154
71;124;160
69;121;152
77;122;158
40;121;177
103;123;174
64;122;160
101;123;160
37;120;170
70;123;174
65;121;171
66;122;170
38;122;162
71;122;151
32;122;166
26;119;168
41;125;171
66;124;175
55;121;170
46;120;174
54;122;164
63;124;166
70;124;170
65;122;179
40;124;165
71;126;172
66;123;179
30;123;161
69;122;172
64;124;170
69;121;165
41;124;163
66;123;165
64;126;169
73;126;172
39;125;174
69;125;171
71;124;162
69;120;168
43;122;166
64;122;161
69;123;161
74;127;169
38;122;155
67;125;182
72;126;181
43;126;173
72;125;166
68;121;162
65;126;165
34;122;167
72;126;168
67;123;161
65;123;183
39;127;170
70;126;167
68;123;159
65;121;161
38;121;172
66;125;170
68;124;175
66;124;161
40;121;158
71;127;182
76;125;166
42;127;175
69;129;172
69;127;166
76;125;182
41;125;160
67;125;171
67;126;170
69;125;166
40;124;168
66;121;156
70;121;157
72;123;174
45;120;149
70;124;167
68;121;168
65;121;158
39;119;159
39;120;163
68;121;154
65;124;179
42;127;178
66;124;178
71;122;169
37;122;171
70;122;157
70;126;187
69;124;166
42;124;167
65;122;163
65;125;173
28;124;167
20;122;165
66;126;172
68;124;178
74;121;162
39;122;171
70;126;176
69;120;155
67;126;168
39;118;146
72;123;166
68;128;170
39;123;168
68;128;186
65;120;157
53;122;160
36;123;156
65;125;173
72;123;168
60;122;168
37;124;167
69;122;160
68;122;174
68;123;167
39;119;162
67;123;164
78;125;160
69;121;164
37;123;175
66;123;176
66;124;174
66;124;179
40;122;171
72;124;177
68;122;180
68;124;171
38;125;168
105;123;167
72;125;167
40;125;170
65;122;171
70;123;171
103;123;161
51;123;173
104;123;169
70;123;165
106;126;198
40;124;166
68;126;171
65;123;164
71;123;165
51;122;167
69;125;170
65;129;185
39;122;165
67;126;178
67;125;175
78;124;178
40;121;152
67;124;178
66;123;164
69;121;174
39;123;165
67;123;170
68;125;179
74;123;171
44;123;179
75;125;162
65;123;168
69;123;169
40;122;169
72;125;182
66;123;160
65;124;176
39;123;171
70;124;171
65;123;172
42;123;176
70;123;155
66;128;183
67;124;173
38;124;171
72;124;165
68;125;183
68;126;168
52;124;180
72;123;167
68;123;178
76;124;164
41;124;173
73;124;172
72;125;169
67;123;174
54;123;181
67;122;158
65;125;180
38;124;174
72;125;171
67;125;180
78;124;172
39;127;164
79;124;170
68;125;169
66;126;167
41;122;171
72;125;183
69;122;178
67;124;174
39;122;168
66;124;175
69;126;180
68;124;177
39;122;166
69;125;185
68;125;167
49;124;172
66;126;175
64;125;181
75;124;179
38;123;171
74;124;159
65;123;167
70;123;166
39;123;172
71;122;163
70;125;169
66;122;149
40;125;173
68;123;182
66;123;171
66;125;179
43;125;184
71;123;162
67;122;179
39;124;173
73;126;180
67;123;171
67;125;195
40;123;183
67;122;182
63;123;165
73;125;181
41;124;168
70;122;170
67;123;169
69;124;170
38;123;165
74;127;175
67;126;167
78;125;174
44;123;169
68;123;169
75;126;179
39;122;163
66;121;157
64;122;153
68;124;167
44;124;193
71;126;170
66;123;166
105;126;173
39;122;168
106;125;173
65;125;170
71;126;176
41;123;173
68;125;165
65;128;170
68;126;160
41;127;189
72;125;170
68;123;174
47;123;165
66;122;163
76;123;167
66;122;165
39;125;171
69;123;168
70;123;168
69;123;166
39;123;163
68;122;173
66;122;160
69;123;178
43;123;181
69;125;176
77;125;165
73;124;176
48;123;170
68;122;164
68;124;184
40;122;160
65;124;173
67;126;172
67;124;176
39;122;179
67;123;169
69;122;171
66;122;170
39;124;182
65;124;176
69;125;187
72;124;165
56;122;170
66;124;170
72;121;161
68;123;167
39;122;172
69;123;169
65;124;162
67;125;165
40;125;178
67;126;186
74;125;169
39;125;173
74;123;152
66;125;167
72;123;167
41;123;169
70;125;178
65;124;169
72;124;181
38;123;176
71;127;177
68;125;182
67;125;167
42;124;178
70;125;171
68;124;177
42;123;177
83;127;181
70;123;170
69;125;183
38;123;178
70;126;170
67;125;181
68;122;166
38;121;149
67;124;179
70;126;168
67;123;165
41;121;166
69;122;168
72;123;170
69;126;180
39;125;186
65;123;176
64;122;169
64;124;170
38;123;190
73;123;162
72;121;165
42;125;175
66;126;167
67;123;174
65;122;166
39;123;183
74;123;174
69;123;167
65;124;171
44;122;171
72;122;170
66;125;169
67;125;177
39;123;165
69;125;165
67;124;174
70;124;166
33;123;179
73;125;199
69;126;170
41;123;181
69;126;176
69;124;174
67;124;174
43;123;176
72;124;177
68;123;163
71;130;184
41;125;179
104;126;169
67;125;182
107;125;179
43;121;166
68;123;176
69;126;171
74;129;191
52;136;181
74;131;168
73;139;185
46;132;174
75;133;188
79;133;180
70;133;175
41;133;170
77;133;175
79;133;169
52;134;184
77;131;182
90;133;181
81;136;177
52;141;194
80;140;189
83;141;193
53;144;201
81;146;205
82;146;193
48;145;196
69;146;191
98;190;222
66;192;222
105;194;226
87;193;235
75;191;226
97;194;223
73;193;222
75;187;231
89;181;218
75;181;212
100;190;219
74;186;216
84;171;216
74;180;221
67;191;221
108;192;230
60;194;222
110;192;229
102;194;239
61;195;235
103;193;230
64;196;230
102;192;233
105;193;231
68;193;234
106;196;229
68;191;229
102;192;225
93;192;225
62;191;225
97;195;226
69;191;225
116;196;230
108;193;226
73;191;223
96;190;223
64;191;230
101;192;226
102;194;223
67;192;227
102;192;232
67;192;226
105;194;226
71;192;226
108;195;229
101;192;236
70;195;234
110;193;227
68;195;223
99;192;219
104;193;226
69;192;221
114;192;235
68;187;228
100;187;219
103;186;221
66;187;223
98;189;224
72;190;227
107;194;226
106;192;227
61;193;225
109;194;228
71;195;234
91;194;232
94;192;226
68;194;225
106;194;223
69;190;234
106;192;224
111;192;232
58;192;231
114;192;227
69;192;229
79;191;227
104;193;223
70;191;230
103;197;222
62;194;230
101;191;225
103;193;228
68;191;227
104;191;219
70;192;226
105;192;225
110;190;224
67;192;227
108;192;232
63;193;223
103;192;233
106;193;230
71;194;240
101;193;229
73;196;228
107;191;224
73;194;236
109;192;224
98;193;230
67;193;229
91;190;224
61;190;226
110;192;224
111;190;228
73;191;226
108;193;230
65;190;227
106;192;219
96;193;224
68;193;227
106;194;227
63;191;232
102;191;230
100;192;228
64;189;221
112;195;230
69;192;227
103;193;230
101;192;227
74;189;225
110;189;223
74;187;224
102;188;230
102;188;227
74;189;226
89;195;224
67;190;231
103;193;238
85;191;227
62;190;225
100;192;228
73;196;236
107;193;229
112;194;232
76;192;229
96;191;229
66;194;234
109;191;231
101;194;224
65;192;231
102;192;219
68;191;225
100;193;224
134;192;227
64;192;231
105;197;226
69;197;238
95;190;230
144;194;235
64;191;225
103;192;232
74;192;227
100;190;220
148;192;229
65;190;227
107;193;221
65;192;228
110;193;226
67;194;235
104;194;225
96;192;222
68;192;227
105;193;226
63;193;224
101;192;227
107;192;224
72;191;221
100;192;223
54;191;229
101;191;226
101;193;233
71;194;223
103;193;220
64;191;230
107;191;219
102;194;234
71;192;231
105;194;227
66;194;235
104;195;227
107;193;223
66;190;234
103;192;227
69;194;232
110;193;229
102;187;216
69;188;225
108;187;233
68;185;223
106;186;227
106;191;226
58;190;238
114;191;226
71;191;227
100;194;235
102;191;225
67;193;228
103;193;229
65;191;227
106;194;231
109;192;232
58;192;230
115;194;224
58;196;230
107;189;223
106;190;223
72;192;228
96;191;227
53;192;227
102;194;235
111;199;228
57;195;228
102;193;230
73;192;226
95;192;226
101;193;224
63;195;234
108;195;228
58;193;225
109;195;234
71;197;234
105;191;232
93;192;239
49;191;219
104;192;222
61;193;228
101;194;230
105;193;228
73;192;224
99;191;238
54;189;220
98;191;223
105;192;227
69;188;229
109;189;219
59;190;227
113;192;228
107;194;230
72;192;229
115;195;235
62;196;241
96;192;222
106;196;233
60;196;235
96;195;236
75;190;226
111;192;227
102;196;234
76;192;226
104;191;223
61;189;232
107;192;232
107;191;223
58;186;225
87;186;220
62;189;220
100;191;228
92;192;225
70;195;235
104;193;224
58;188;229
104;195;232
101;194;234
68;194;226
109;190;216
73;193;234
108;195;241
100;192;228
74;193;223
107;194;226
66;193;225
101;191;222
98;193;227
74;197;233
108;192;225
68;191;222
99;192;225
96;191;224
71;191;229
102;191;225
66;192;234
106;194;222
71;193;228
88;196;243
114;194;226
66;191;234
101;190;227
68;193;222
112;195;232
91;196;228
72;194;226
106;194;233
67;191;229
103;190;227
103;191;223
63;191;227
111;191;221
61;193;225
102;191;224
103;192;229
64;191;218
107;196;236
72;194;229
102;195;233
92;192;226
65;191;225
111;194;223
61;192;222
99;191;220
104;194;229
53;194;229
99;191;227
68;193;231
101;192;223
111;197;228
73;193;233
95;188;218
64;185;235
108;190;229
99;186;225
44;191;232
109;193;218
57;189;215
111;192;219
104;192;234
61;192;233
105;192;224
72;191;236
110;195;230
104;195;229
70;192;220
106;191;234
65;189;222
108;194;230
106;188;221
70;191;225
98;191;236
75;190;221
139;191;220
101;190;232
65;192;222
98;191;226
73;193;234
98;196;227
68;194;239
143;195;237
99;193;226
72;187;225
82;188;229
62;192;234
108;191;223
104;195;228
65;188;219
98;193;229
62;191;239
98;190;219
99;193;225
69;194;232
111;194;233
68;191;229
102;195;238
102;192;230
63;186;225
99;190;224
76;191;231
101;196;232
109;192;229
64;190;228
110;194;221
58;192;224
106;196;235
102;192;219
64;195;231
99;198;237
61;195;226
100;193;232
113;193;233
74;193;230
99;199;236
74;194;227
110;193;225
101;188;223
61;188;234
105;188;226
71;185;218
107;193;224
104;192;235
65;189;223
103;193;226
73;194;224
104;193;235
108;194;234
62;195;232
105;195;242
65;191;223
106;192;222
113;196;233
67;194;228
105;191;227
67;192;225
105;195;229
68;196;238
98;195;236
104;194;226
61;192;222
106;203;231
74;202;232
107;200;231
113;202;234
70;202;229
111;203;239
56;204;245
113;199;232
73;202;240
104;202;252
105;202;237
71;200;238
112;203;237
73;203;239
104;200;240
111;202;240
71;201;237
111;202;244
68;200;230
116;202;227
70;203;246
110;200;235
103;199;229
71;199;233
107;201;234
57;200;239
106;203;239
75;200;230
105;202;234
104;203;245
72;203;239
109;203;234
74;200;236
111;204;245
73;201;236
109;202;236
104;202;233
76;201;233
100;201;233
75;200;239
109;203;244
107;197;233
69;196;236
110;197;242
64;196;226
106;193;225
74;198;228
117;203;233
110;202;234
76;200;232
104;202;238
71;200;240
108;201;235
114;200;237
62;201;235
111;204;236
68;201;232
113;203;237
73;201;230
111;202;237
114;201;232
70;201;238
105;200;231
65;200;233
111;201;237
76;201;245
109;202;237
110;201;232
72;201;237
109;202;238
64;202;237
105;202;229
70;200;234
97;202;240
103;202;237
76;201;235
109;202;239
77;202;233
107;200;230
106;201;238
73;200;236
112;200;225
75;202;237
99;201;236
74;200;232
107;201;232
105;201;233
72;201;241
105;199;238
74;200;234
110;200;235
64;202;242
112;203;236
109;201;229
73;200;226
114;201;230
71;201;235
107;201;235
104;202;236
69;200;228
107;203;241
73;203;244
113;201;229
73;201;239
107;200;237
106;201;232
74;197;231
114;195;236
69;195;228
104;195;230
108;196;231
74;196;241
165;203;241
75;205;247
110;201;229
75;204;235
103;201;236
107;201;239
72;202;238
104;200;229
66;202;240
106;201;229
73;200;226
114;202;236
112;199;242
72;201;226
108;198;237
76;201;231
117;202;237
112;201;231
73;200;234
108;202;235
76;203;235
107;203;237
60;202;239
107;203;237
106;203;231
72;199;243
107;201;229
76;203;237
104;200;236
72;202;230
107;202;229
113;202;235
74;201;233
115;201;237
74;202;226
111;201;234
74;201;231
106;201;229
111;201;229
73;202;234
108;198;231
67;199;229
103;198;234
114;201;237
73;199;241
109;202;233
74;201;239
110;202;228
72;201;243
107;202;238
115;203;239
79;203;239
112;202;233
73;201;241
98;200;237
75;201;233
108;201;239
100;201;238
69;202;240
104;201;237
66;194;229
111;199;226
107;200;237
67;195;227
113;199;229
73;200;239
117;204;235
74;201;238
105;201;231
105;202;230
77;200;231
114;202;230
72;200;238
110;201;244
70;201;240
107;201;234
105;202;229
75;201;231
112;203;243
69;201;230
115;202;237
108;201;237
73;200;235
115;202;235
72;200;236
116;202;239
74;201;235
109;201;239
113;200;240
72;201;237
110;201;236
56;200;234
114;201;229
75;200;241
88;201;238
112;202;237
72;200;233
103;200;237
72;199;224
112;204;236
113;200;232
73;202;239
104;201;233
72;201;235
109;202;234
64;198;234
105;203;239
111;199;239
68;199;226
116;201;236
7;191;237
8;142;202
10;176;227
78;201;235
110;202;235
112;194;226
73;200;233
114;202;228
13;201;241
16;185;226
20;156;216
17;129;198
38;124;165
40;120;161
73;123;159
43;122;150
66;126;172
70;126;167
65;124;167
50;122;176
66;122;165
76;124;167
67;124;167
39;123;163
64;122;167
63;124;169
65;124;167
42;122;177
69;123;165
63;121;176
63;123;170
38;122;174
61;125;168
67;125;160
70;123;192
49;121;174
67;124;164
71;121;163
38;123;177
67;122;170
70;122;158
67;120;165
40;123;166
70;122;163
82;123;172
65;125;191
43;121;167
64;127;173
75;126;182
67;123;164
39;122;175
66;123;168
67;121;171
68;121;154
40;127;171
68;123;166
106;125;181
66;122;166
46;122;177
66;124;181
65;122;175
39;124;185
70;124;163
105;126;173
67;125;180
39;123;166
65;123;179
68;125;175
65;124;193
40;122;180
71;127;177
65;121;171
72;123;170
40;122;169
71;123;173
68;125;183
68;126;173
46;122;173
67;125;169
65;125;176
39;122;166
67;126;168
68;123;160
69;123;161
40;123;172
67;124;161
65;123;156
67;123;155
38;124;160
68;123;159
66;122;166
67;122;165
40;122;174
67;123;174
65;125;176
69;125;175
42;123;168
66;122;160
65;124;175
68;122;166
40;123;177
66;122;171
69;125;160
49;123;163
66;122;163
67;124;169
66;123;168
50;123;177
68;123;170
67;123;160
67;125;176
40;123;183
67;124;184
71;126;164
70;125;173
39;124;170
68;122;165
66;126;179
70;125;175
48;123;174
71;125;166
79;124;169
66;124;167
39;125;187
63;124;164
66;124;171
47;120;160
70;125;174
73;124;164
65;125;181
38;122;166
77;123;191
71;123;177
67;122;176
40;127;181
63;123;184
66;121;163
74;122;179
38;125;175
72;125;176
76;123;158
79;123;176
39;123;178
68;124;176
66;124;165
68;124;166
56;123;171
65;125;159
70;125;168
39;122;161
73;124;167
70;122;187
69;124;173
48;125;177
68;124;171
71;123;170
69;123;171
42;125;181
70;124;165
71;122;171
65;124;169
39;126;170
69;122;159
74;125;167
66;123;181
39;124;161
65;122;174
64;122;158
39;121;171
66;123;194
76;124;177
66;123;168
40;122;177
65;123;178
66;124;166
70;122;158
39;124;178
71;126;176
65;125;182
105;125;173
43;122;169
65;123;168
69;123;178
66;124;173
46;123;176
64;122;174
66;124;171
71;124;181
44;124;174
70;122;168
65;125;188
40;123;171
71;124;182
67;124;154
67;123;179
43;123;184
69;124;184
64;122;174
73;125;170
38;122;178
66;127;169
68;121;159
71;126;178
46;122;166
66;124;163
65;122;179
67;125;180
38;123;167
66;123;178
75;124;183
72;123;164
43;124;180
72;126;173
70;125;173
39;122;172
65;124;169
66;126;161
64;123;164
38;124;175
65;123;171
76;124;162
71;123;172
40;122;181
66;122;165
76;124;170
68;125;175
39;123;169
68;121;172
67;123;173
67;126;170
39;124;166
75;126;170
65;124;170
64;124;168
40;120;164
67;121;166
65;123;175
43;123;179
70;124;173
71;124;173
70;125;173
40;126;174
74;123;180
68;127;177
67;125;157
40;123;161
65;124;168
75;125;180
74;135;184
50;136;170
70;134;180
76;133;178
42;133;183
83;136;172
70;131;171
70;130;172
44;133;173
73;131;177
77;135;178
57;137;191
71;134;180
74;136;175
79;133;196
50;137;179
84;139;180
72;140;175
37;139;184
77;141;186
85;141;183
75;140;178
45;142;187
88;144;193
87;141;188
48;145;190
92;144;189
90;154;215
67;195;233
106;189;227
99;186;228
58;184;228
48;180;214
55;177;219
107;188;217
105;186;218
70;193;228
107;195;229
47;193;228
113;193;233
103;193;228
73;193;229
103;193;237
69;195;226
110;194;227
99;194;229
62;190;230
99;192;229
66;192;231
108;195;232
107;195;233
73;190;224
102;194;231
72;192;230
100;192;222
142;191;225
65;194;230
104;193;236
67;190;232
105;192;220
161;194;234
55;193;224
150;194;228
63;193;227
104;195;230
58;193;232
101;193;226
96;192;233
69;193;229
107;191;233
62;193;225
85;188;224
110;192;222
64;193;229
96;194;229
62;190;222
98;192;234
92;194;221
65;187;227
101;192;224
61;192;230
102;193;224
112;192;232
76;190;223
107;196;225
70;191;225
106;193;228
97;192;218
71;196;226
106;193;230
72;193;223
104;191;225
100;193;233
70;194;225
105;195;229
73;188;218
99;192;235
105;191;224
65;191;235
98;191;224
73;193;230
104;194;229
83;191;227
62;193;221
109;193;227
72;195;230
89;194;224
101;191;230
65;190;230
107;192;227
63;190;232
109;192;231
107;191;229
66;192;230
107;192;229
72;194;226
105;194;234
109;197;228
63;190;225
100;196;227
66;193;230
108;194;235
60;195;228
104;189;228
99;192;235
65;189;219
96;196;232
60;195;226
101;195;230
103;193;236
63;191;230
99;190;231
66;193;225
109;193;227
113;192;225
65;194;233
97;194;228
74;193;228
103;194;230
108;191;222
73;193;237
102;192;223
67;190;234
113;192;225
110;191;232
75;191;224
98;192;223
75;192;229
106;196;224
103;193;228
66;192;232
97;196;231
67;193;226
93;193;226
96;190;223
58;190;222
109;191;223
63;193;227
98;193;228
107;194;225
58;193;228
108;189;222
74;194;232
104;192;228
107;193;224
74;190;221
100;193;232
71;193;227
106;193;226
107;194;234
74;192;227
105;195;230
69;194;230
100;193;231
108;195;228
67;191;222
109;193;230
64;191;234
104;192;223
68;193;221
107;193;228
106;194;233
70;191;232
104;198;234
74;191;227
103;188;228
98;191;225
76;204;228
109;202;239
71;205;235
112;205;232
109;208;243
77;200;232
110;203;232
74;204;236
115;199;236
65;190;221
92;192;224
104;197;240
56;176;222
97;174;213
88;176;221
37;122;171
69;124;168
71;126;167
39;123;172
67;125;171
68;126;178
71;126;171
52;125;169
71;126;170
67;120;155
69;124;162
42;121;185
65;123;164
67;122;168
65;121;159
40;122;180
68;122;160
67;124;158
73;123;181
38;118;153
68;124;165
70;123;168
72;125;184
40;125;178
68;124;164
65;123;158
39;125;156
68;128;165
69;128;179
67;125;182
40;123;163
67;122;162
105;123;168
66;123;177
38;127;180
68;122;171
72;121;163
67;124;176
43;122;169
72;125;177
69;126;178
65;122;149
40;121;160
73;122;162
65;124;167
65;124;166
41;123;164
66;122;171
68;123;171
38;123;179
65;125;171
69;124;167
68;123;168
45;121;160
66;127;178
65;124;167
69;122;166
39;122;160
66;122;163
68;124;170
65;123;163
39;122;163
70;120;151
66;124;167
64;123;165
40;124;178
67;124;166
69;120;162
65;118;157
38;123;169
69;125;160
69;127;173
40;126;171
69;127;180
67;126;171
69;126;185
39;121;164
73;122;169
69;124;172
74;122;155
38;120;163
63;123;177
70;126;173
64;122;157
38;122;168
70;124;173
63;123;157
66;122;166
40;123;155
72;125;164
65;126;173
41;125;163
72;124;164
70;124;177
66;125;180
39;120;162
67;122;175
66;125;172
71;122;158
46;119;158
68;121;162
55;123;163
68;124;170
44;126;172
69;126;191
68;124;173
67;121;163
34;123;174
69;122;159
69;121;159
68;124;161
43;121;167
67;122;169
62;122;162
72;123;165
40;122;170
63;123;165
68;121;174
70;120;182
41;120;167
67;121;159
71;127;163
42;122;171
63;121;169
62;121;159
68;120;156
41;122;152
71;122;159
70;121;165
66;119;153
38;123;166
68;121;165
68;123;172
65;124;170
42;125;179
70;123;162
65;124;151
68;127;172
46;122;171
70;124;153
69;124;168
68;125;171
47;122;178
69;121;166
73;121;170
68;120;158
38;123;171
66;124;162
70;123;171
53;125;182
71;124;166
66;125;167
66;126;171
40;121;161
62;124;181
73;126;176
70;125;175
39;121;163
73;126;180
70;123;176
63;121;166
49;122;163
68;122;159
75;125;172
72;126;171
41;123;170
63;123;168
66;121;167
41;119;152
69;126;173
69;125;179
71;123;160
38;121;164
57;123;160
71;121;166
66;127;180
46;132;177
67;127;167
69;129;171
73;125;185
39;124;181
70;121;154
53;123;157
69;125;166
38;121;153
67;124;165
65;126;169
42;124;168
66;122;160
68;121;177
66;120;150
39;122;160
65;125;160
62;125;176
67;125;166
37;122;166
67;123;158
72;127;176
68;128;180
43;122;184
64;121;162
77;124;169
74;127;178
40;122;164
71;124;160
68;126;191
64;125;173
47;126;174
71;125;179
67;122;175
40;125;181
68;125;163
67;124;168
69;125;175
40;124;179
70;124;159
66;122;159
67;124;171
39;125;179
66;125;173
66;123;164
66;127;165
43;128;181
65;127;173
70;128;179
41;128;180
72;125;179
71;130;191
67;127;183
41;122;157
74;126;176
69;124;174
66;124;161
39;123;168
73;125;169
67;123;173
54;125;172
40;119;158
66;127;166
71;131;173
73;126;163
36;127;169
78;134;182
80;129;173
42;123;175
71;124;166
72;123;174
74;124;174
40;125;172
64;122;159
69;123;170
65;120;158
38;124;173
69;123;172
69;121;158
72;122;165
40;120;164
69;124;165
69;124;175
73;125;160
39;125;172
70;124;176
67;125;173
44;123;164
69;125;162
65;126;179
67;125;174
39;125;170
66;125;166
64;126;175
65;127;169
40;124;173
67;123;171
108;124;162
67;122;166
41;126;162
67;125;173
67;126;179
52;125;172
40;127;179
63;124;180
72;122;167
43;127;183
68;124;164
67;126;176
72;123;152
40;120;155
66;125;170
66;122;167
66;120;160
37;117;164
66;122;158
72;121;169
65;121;148
39;124;167
65;123;170
71;126;162
65;128;200
41;125;172
74;125;168
67;125;170
75;126;178
47;124;167
71;129;187
66;126;173
38;125;162
66;126;178
71;125;164
68;123;164
39;123;184
68;125;174
65;124;164
72;125;175
40;123;170
73;125;161
67;124;182
65;124;164
45;123;165
66;124;182
70;125;174
67;124;163
39;124;192
67;125;165
66;125;167
39;124;173
66;123;163
71;126;176
67;125;173
54;121;172
77;125;163
72;124;164
67;127;182
42;125;187
69;126;166
66;127;181
69;125;182
41;124;171
66;123;184
66;125;174
70;124;160
41;125;172
68;125;166
65;126;168
40;123;155
72;123;167
67;128;173
71;126;166
42;122;163
72;125;166
71;125;174
73;125;172
40;125;171
63;124;186
62;121;162
73;124;156
41;121;148
