MIN;AVG;MAX
40;139;196
67;132;187
41;138;205
70;141;220
75;139;195
32;139;196
70;134;194
65;132;182
42;141;230
70;141;206
41;135;196
40;135;191
72;137;200
39;138;207
69;132;189
71;135;195
36;138;196
67;141;200
40;138;196
66;139;215
71;139;229
40;134;196
73;136;196
69;132;210
41;136;191
72;139;197
69;139;194
48;139;201
72;144;205
38;139;205
65;132;200
66;136;189
42;137;184
70;140;206
72;138;191
43;137;193
67;133;195
40;133;186
67;128;178
68;134;204
38;136;197
68;136;196
67;134;193
40;132;196
69;140;209
43;133;192
68;130;201
66;135;198
41;133;204
68;134;190
70;137;186
53;133;198
70;133;198
70;135;204
39;131;195
71;138;196
43;135;205
66;136;195
72;141;224
34;138;207
69;139;194
67;141;201
35;129;184
67;140;193
41;138;193
72;137;196
70;142;205
40;137;192
70;143;210
71;139;193
42;128;209
70;139;197
41;139;209
71;141;196
54;142;206
40;141;211
59;140;214
57;137;201
33;133;212
71;140;209
45;135;192
68;138;191
71;138;200
42;134;199
72;138;213
70;134;192
32;134;191
70;143;199
42;139;205
67;137;192
70;139;193
42;135;206
70;141;207
69;136;196
36;132;189
69;138;199
69;137;195
34;141;200
70;140;197
29;140;192
70;141;205
70;133;188
44;138;191
71;141;199
69;143;218
43;137;195
70;142;210
41;141;207
72;142;207
68;133;193
42;135;209
71;138;194
72;142;223
41;139;195
74;139;200
35;137;189
71;138;203
72;131;189
40;137;197
70;139;192
70;140;221
38;140;196
71;139;205
40;139;195
72;138;195
67;131;192
40;136;205
71;138;191
69;138;219
47;137;200
69;134;179
32;138;186
73;139;193
64;132;204
42;138;196
66;142;196
53;140;203
51;140;209
53;140;197
39;138;200
62;139;203
68;132;194
43;141;200
56;141;193
53;139;196
40;138;204
53;141;211
42;140;201
59;142;198
50;132;192
40;142;202
60;138;198
55;139;198
41;138;193
52;140;208
41;138;212
57;141;204
52;132;195
41;140;213
56;138;199
54;140;195
33;135;175
52;133;202
41;130;175
63;129;164
68;128;186
41;132;191
70;132;171
64;133;188
32;133;200
59;130;179
69;137;201
31;131;186
70;134;204
43;139;204
70;135;192
72;142;192
43;142;199
69;142;219
69;135;211
44;136;216
66;142;228
36;144;205
71;138;192
70;139;205
45;139;198
70;135;204
73;136;198
44;136;206
69;138;207
42;139;200
70;138;188
65;139;200
50;135;212
69;136;202
4;132;182
32;126;199
55;132;191
53;133;193
45;138;191
57;137;186
50;136;198
53;136;183
56;138;197
45;131;179
53;138;194
60;138;193
39;135;197
59;137;188
39;140;199
56;134;189
55;139;212
46;132;199
51;134;198
55;139;211
47;138;216
60;133;181
53;129;184
42;131;178
60;133;193
39;126;165
57;132;179
59;133;198
43;133;199
68;136;196
53;136;196
46;134;190
57;135;214
51;128;166
39;135;180
58;136;182
40;131;175
56;131;188
69;135;182
39;136;198
58;136;194
51;128;188
40;134;186
59;133;181
56;137;196
44;133;194
60;138;201
29;137;206
52;134;184
57;133;204
43;133;194
52;133;176
53;136;186
43;135;192
54;137;193
56;135;192
43;129;177
61;132;188
40;135;198
57;134;182
55;137;187
42;135;198
60;136;206
59;134;183
36;132;179
65;129;182
57;134;198
42;130;179
58;132;176
39;134;200
57;136;198
54;137;198
42;131;192
55;131;184
69;133;190
41;133;188
57;139;208
40;136;198
62;141;210
66;138;195
29;132;200
55;134;200
61;137;207
39;136;206
53;139;219
68;138;221
40;133;214
74;136;198
40;132;198
73;137;207
55;140;209
40;134;192
56;135;196
51;138;200
41;134;184
59;137;201
42;125;184
52;136;199
58;137;191
35;137;184
58;137;192
54;136;198
39;135;193
53;138;202
50;129;179
41;136;195
54;137;189
40;137;193
67;139;208
55;134;191
45;137;194
55;138;200
54;133;185
43;141;220
50;138;189
40;139;227
59;139;206
53;137;203
41;133;180
69;136;193
66;129;190
41;137;195
58;137;202
74;140;208
32;132;196
69;138;215
45;136;202
70;135;206
65;132;194
45;139;221
70;138;210
69;138;210
40;137;205
69;137;185
46;130;181
72;134;190
65;130;186
40;135;198
71;135;186
71;136;197
41;134;203
67;139;207
70;138;194
32;132;189
64;131;193
41;136;207
70;135;206
74;136;192
43;136;187
69;137;197
71;137;201
50;134;193
69;131;191
42;135;201
70;137;196
70;136;204
47;138;209
72;136;197
71;137;196
40;131;183
64;133;204
39;136;218
70;136;202
73;135;191
43;138;211
65;139;222
69;135;212
44;131;202
66;137;189
69;138;197
40;133;193
71;137;203
41;139;195
68;138;208
68;137;211
37;131;201
72;136;201
73;137;182
42;137;216
69;139;194
42;140;194
68;141;209
70;139;191
39;132;202
67;140;216
68;138;202
41;133;191
69;136;191
42;139;195
67;133;194
69;133;192
41;124;162
68;136;198
68;135;203
42;134;189
71;134;184
67;134;197
46;135;210
68;134;207
35;125;167
67;133;191
71;136;197
41;131;189
70;136;221
63;141;207
32;138;192
70;132;196
67;128;172
41;133;196
71;136;192
40;136;211
69;135;190
74;138;189
42;138;189
72;136;197
66;129;183
30;129;193
68;129;178
69;129;198
40;131;186
68;131;183
43;133;194
68;132;183
66;129;175
38;133;181
67;134;198
67;132;182
39;130;176
73;133;179
69;135;186
39;134;218
72;131;184
41;137;203
73;136;203
73;140;211
42;140;208
69;138;194
71;136;198
41;135;190
67;130;183
69;128;183
37;134;197
75;135;206
44;134;193
70;135;189
67;133;183
34;128;195
65;131;197
69;138;197
40;138;208
72;138;209
73;136;227
39;135;191
69;137;193
40;132;206
71;133;184
68;135;187
42;134;192
64;138;196
67;135;186
43;137;221
69;134;181
39;130;187
65;135;188
74;138;207
40;136;222
70;138;200
70;133;191
41;138;199
72;136;199
61;131;217
42;135;199
62;136;219
43;141;204
68;138;198
67;136;198
41;141;212
73;134;188
65;128;170
40;134;191
70;136;184
32;138;191
74;135;197
70;134;184
33;135;190
68;137;209
67;130;189
40;131;186
67;133;196
69;132;173
42;133;183
69;136;190
44;133;200
68;132;213
66;129;187
46;133;204
69;134;197
68;135;200
41;137;208
70;134;211
67;137;207
40;136;200
70;130;204
39;136;193
70;133;176
69;135;193
39;133;178
58;136;181
58;134;173
39;131;185
58;128;181
55;136;192
41;136;210
53;136;198
41;136;194
56;138;208
63;133;194
42;132;182
56;131;163
57;136;181
39;129;179
58;134;189
61;135;213
34;134;182
55;136;197
35;135;209
56;131;176
55;136;201
43;134;186
63;134;181
52;133;193
40;136;194
58;136;190
32;133;196
66;132;185
55;136;192
38;132;216
53;138;191
54;136;192
34;134;181
56;137;192
52;132;208
37;132;197
61;140;212
38;133;179
57;134;184
54;133;207
31;136;204
59;136;205
51;129;179
40;132;195
59;133;172
60;135;195
39;132;180
60;134;188
38;132;190
57;136;191
52;129;183
43;134;190
52;133;196
55;136;188
42;135;205
58;130;185
54;133;176
37;131;182
59;129;194
43;134;194
53;136;199
55;133;181
44;131;182
59;133;194
55;133;189
38;135;194
56;130;180
52;135;194
36;136;207
55;134;179
40;133;185
60;135;176
58;133;185
45;131;185
52;125;166
57;137;191
40;131;175
56;133;213
52;131;195
40;137;208
52;134;208
55;132;177
39;128;186
69;135;190
41;134;206
66;135;183
52;128;192
31;134;189
53;130;185
57;132;190
38;130;200
52;133;214
69;137;190
40;134;203
55;137;195
41;139;189
49;136;189
51;132;175
44;133;182
57;134;178
58;132;173
43;133;180
57;138;211
42;134;196
56;134;182
57;131;184
46;131;191
59;134;199
59;135;194
43;134;187
57;135;207
55;134;180
43;139;223
52;132;202
41;132;187
55;132;188
54;130;176
37;130;189
55;135;188
56;135;198
44;133;196
52;131;189
56;131;184
49;136;192
56;135;181
58;132;199
42;137;188
54;141;227
39;134;199
54;130;199
54;138;219
45;139;196
58;136;198
52;134;190
45;136;197
56;139;204
43;136;193
52;132;207
59;131;213
42;135;195
62;133;188
70;136;209
40;134;193
69;133;192
67;134;202
41;127;175
68;134;210
41;133;205
69;133;173
66;134;189
41;131;194
75;136;215
71;134;190
42;129;180
70;133;196
56;131;189
40;134;202
66;136;217
54;140;224
66;135;221
71;138;197
39;128;193
71;135;190
73;137;207
40;136;189
66;133;202
69;137;201
45;138;209
66;134;195
48;130;201
63;135;193
70;137;195
41;134;202
67;131;189
66;134;197
38;134;205
65;135;187
41;129;184
56;133;185
68;135;203
36;131;190
69;134;186
67;133;193
43;133;187
73;134;188
67;129;204
34;138;198
68;131;197
51;135;202
70;133;195
70;132;181
37;132;178
65;132;181
73;132;191
40;133;206
68;138;185
70;134;206
39;136;204
74;138;226
43;135;212
69;131;179
68;130;177
33;135;215
69;137;191
69;135;190
42;134;189
70;133;174
69;136;192
32;127;173
66;133;178
36;134;181
68;134;197
67;136;188
38;132;194
23;133;181
68;135;203
39;128;178
67;134;190
68;134;181
43;133;174
70;135;198
50;135;187
73;141;199
72;135;195
39;132;196
70;135;196
70;137;222
48;139;208
69;135;195
72;133;190
33;136;197
70;132;183
33;130;188
56;131;179
69;134;182
40;134;205
71;133;186
65;135;191
43;130;179
65;132;187
65;130;174
41;134;198
66;134;188
43;133;184
70;132;182
71;132;199
31;135;188
69;135;188
69;129;168
39;134;228
69;135;197
68;133;187
38;133;204
71;136;192
44;136;210
70;132;177
67;129;176
44;132;209
66;136;192
69;130;188
40;133;183
52;136;200
56;136;194
41;134;179
60;128;175
40;137;195
57;137;198
55;137;197
44;137;185
55;137;193
56;134;198
41;132;176
54;131;203
45;133;187
65;136;186
55;134;182
39;132;185
58;133;192
56;134;194
30;129;170
59;130;166
55;134;192
43;132;178
56;133;192
38;134;196
49;133;195
62;131;178
37;129;173
55;135;203
52;135;187
42;135;193
55;135;187
56;137;193
43;134;186
59;136;211
39;132;175
56;134;189
61;140;199
41;139;193
60;138;201
57;142;199
41;136;193
56;144;200
40;135;203
55;138;202
58;134;204
45;127;186
55;132;191
56;131;186
38;134;196
59;133;185
52;129;187
28;132;182
53;134;172
58;138;215
40;131;194
53;136;210
42;133;201
55;133;209
62;128;168
44;134;176
60;135;195
50;132;192
40;133;193
60;135;188
54;131;200
37;133;195
55;127;190
42;133;188
52;135;200
53;132;174
40;131;185
55;136;195
54;132;179
45;137;195
51;130;192
62;139;208
35;136;204
69;136;197
42;134;197
74;138;199
59;136;207
38;134;194
49;133;199
54;134;191
45;136;211
50;133;180
41;137;202
52;137;201
64;134;180
42;135;191
53;130;183
56;135;183
42;131;216
55;139;200
56;136;193
38;138;203
62;139;204
31;133;202
60;137;193
54;135;196
45;136;198
55;138;192
56;137;214
45;138;208
55;138;205
41;133;199
61;135;197
55;139;220
38;130;182
56;133;183
62;133;194
39;132;183
51;133;198
51;130;191
39;131;185
56;133;201
33;134;188
51;137;198
57;137;191
49;138;191
53;138;207
51;133;227
48;137;201
60;139;211
56;137;195
45;138;199
60;137;206
45;138;231
53;138;197
55;134;195
40;134;181
53;137;205
68;133;189
47;135;200
52;137;195
42;132;176
69;133;187
67;129;208
35;136;206
65;139;189
70;139;198
40;138;181
70;140;201
44;138;198
72;140;202
62;134;173
44;141;207
68;138;184
73;132;168
40;137;190
56;141;202
71;140;199
42;140;193
72;132;192
32;144;215
74;145;226
70;140;206
41;142;226
73;138;202
43;138;200
71;139;208
54;133;200
40;138;198
72;146;222
56;140;195
39;137;197
53;143;206
33;143;207
59;140;208
52;134;192
43;138;199
54;137;200
59;142;201
40;137;207
56;140;212
41;141;217
55;138;199
63;136;191
43;142;193
57;142;201
56;142;202
54;141;211
57;137;181
47;136;196
58;138;198
52;139;199
43;137;199
56;145;205
57;140;205
29;142;207
53;143;207
42;141;217
57;138;201
62;135;206
32;141;214
52;137;190
58;140;198
42;139;198
56;142;204
45;139;196
52;134;186
75;139;213
42;140;205
57;143;198
42;142;201
60;142;210
71;143;206
41;143;205
58;136;191
71;138;195
39;139;203
71;136;186
32;134;196
70;134;176
69;132;184
42;134;184
69;129;185
54;128;183
42;136;201
54;136;202
67;136;187
33;131;184
69;138;181
44;134;192
67;128;185
69;139;203
37;134;183
68;134;188
70;138;188
37;137;196
67;135;208
71;135;191
44;124;162
61;130;169
33;130;175
68;139;197
70;134;181
45;138;189
72;139;218
70;133;190
37;126;170
71;133;181
56;136;181
46;137;198
53;134;184
38;134;186
55;135;187
55;136;188
38;133;191
59;143;206
56;144;208
36;138;195
55;140;203
49;138;201
62;143;204
59;140;224
43;132;182
58;139;201
56;137;212
41;139;204
58;133;197
53;138;213
56;142;201
55;137;190
34;133;192
54;138;210
52;141;197
47;135;195
55;143;208
33;143;200
62;139;197
58;138;208
46;133;195
61;144;206
54;138;202
41;142;210
56;142;203
43;138;198
56;136;209
58;136;206
40;133;198
62;138;194
57;141;215
46;143;212
60;138;187
42;137;201
60;143;202
54;134;192
33;137;206
56;139;199
55;138;188
40;141;206
55;140;201
40;140;203
61;141;202
62;135;197
40;139;209
65;141;199
56;136;198
30;139;200
61;142;207
43;140;194
56;140;194
60;135;183
42;140;210
58;138;210
54;138;202
42;140;210
52;143;233
34;141;217
56;142;204
66;129;189
43;142;196
55;136;204
51;140;201
41;137;197
54;140;205
41;141;205
65;141;207
51;134;198
52;136;192
55;142;200
61;139;203
47;138;212
56;137;188
36;141;224
70;137;193
60;131;187
33;138;209
55;144;200
59;138;199
46;138;193
54;138;200
42;140;198
56;136;188
66;133;188
40;140;192
62;139;195
52;138;217
42;141;207
62;141;205
43;138;200
53;137;204
56;131;190
43;138;205
59;138;206
56;139;199
33;138;195
55;138;189
45;139;193
53;135;208
54;131;189
49;137;205
68;140;206
69;138;208
39;140;196
69;142;196
41;139;209
71;139;234
70;137;195
42;139;197
61;139;195
71;139;196
42;140;216
68;141;190
41;135;192
71;136;197
67;135;204
44;141;201
71;136;189
72;139;208
32;142;201
71;137;203
44;138;198
63;136;191
71;134;178
42;142;206
71;143;201
74;139;197
38;135;207
68;141;210
42;140;205
69;133;191
71;137;191
43;135;194
72;139;202
56;135;201
44;138;213
58;139;202
53;139;212
42;134;196
55;137;193
40;139;187
56;142;204
60;141;198
43;137;200
54;142;197
56;143;209
39;133;187
56;137;209
39;139;202
52;138;191
60;142;210
41;143;219
55;140;194
55;139;199
40;130;183
53;141;201
41;141;198
56;139;195
50;142;201
34;143;197
66;139;192
43;142;229
57;132;193
61;146;205
41;135;206
57;139;209
55;140;193
39;135;207
72;139;198
47;142;206
67;130;178
68;141;204
41;137;204
69;138;196
73;140;209
42;141;205
70;144;205
39;136;195
57;136;207
53;140;231
45;142;211
70;144;200
74;137;199
39;138;213
73;137;195
41;136;203
67;138;211
72;139;199
61;141;212
74;142;207
71;139;208
40;140;214
54;141;212
30;138;192
52;134;202
53;142;207
40;141;192
59;144;203
58;141;192
34;138;212
68;140;226
40;133;183
54;139;196
67;137;194
42;138;215
71;142;208
71;140;201
43;140;196
73;140;203
39;133;207
69;135;200
69;139;196
39;139;198
75;139;207
69;142;213
42;138;195
75;140;201
40;138;200
68;137;196
68;140;206
35;137;197
71;146;210
69;140;187
43;140;195
69;147;200
40;132;191
68;137;186
74;139;207
41;134;195
74;140;210
70;142;199
40;137;208
69;143;203
38;131;202
69;139;194
71;138;205
43;143;199
74;140;201
75;141;205
42;140;205
69;136;194
44;134;193
72;142;206
74;140;209
41;139;201
72;138;201
43;139;213
71;138;201
70;140;203
39;130;182
76;145;238
73;143;201
41;141;213
69;140;207
41;138;196
73;138;201
70;138;207
32;129;186
55;139;197
54;139;201
42;144;195
81;152;205
48;152;220
78;153;212
74;150;219
41;150;216
82;151;223
44;151;221
83;153;214
84;154;209
48;150;217
83;155;212
40;153;231
80;148;199
57;153;216
77;153;214
78;156;212
60;165;219
85;172;219
61;165;220
90;162;225
61;159;219
82;164;223
86;168;235
53;164;221
87;167;234
42;164;231
82;167;246
49;165;252
84;167;240
40;163;215
69;150;222
69;131;185
37;133;188
68;134;203
68;134;191
46;133;193
63;131;191
69;137;198
40;138;207
73;142;200
45;138;201
69;138;193
65;134;204
42;127;173
64;135;212
69;138;184
41;139;187
71;141;198
40;140;199
71;139;201
50;134;197
42;130;172
66;135;191
70;138;200
41;133;198
35;137;220
41;138;192
67;131;189
68;133;190
38;125;170
63;130;178
72;134;195
41;133;192
70;136;183
69;141;214
41;136;194
67;135;197
47;124;181
69;131;193
70;132;191
49;129;185
66;133;188
72;132;195
37;128;178
70;134;179
61;128;176
40;133;186
69;133;188
75;140;205
36;138;222
69;140;205
42;138;219
63;134;201
64;129;196
39;131;177
73;138;203
72;138;211
44;137;213
65;134;207
47;131;178
76;133;200
69;129;184
48;133;194
68;134;211
66;131;182
42;133;183
69;131;191
68;134;200
41;134;193
64;130;174
48;133;202
70;135;208
74;131;174
41;133;193
70;135;193
68;136;205
46;133;200
71;132;195
69;134;192
42;134;181
70;135;186
39;136;181
71;135;200
72;135;199
53;132;183
65;133;218
69;139;206
32;138;186
71;138;206
67;135;198
41;136;203
67;137;196
40;132;188
67;135;198
69;134;195
42;137;211
70;141;202
70;138;202
48;135;195
69;137;204
44;133;195
72;133;185
71;139;211
38;137;221
71;134;207
71;141;193
48;134;193
71;140;201
34;131;222
71;137;197
69;140;196
44;137;199
69;139;202
66;132;196
44;132;176
66;132;183
66;129;185
35;132;188
72;140;197
37;134;194
71;135;187
69;133;209
44;135;205
75;138;211
69;129;181
39;131;191
64;134;178
69;134;191
40;132;195
67;135;216
43;131;181
58;135;185
56;128;188
54;136;193
55;133;193
55;137;199
44;136;200
54;135;215
55;136;201
45;133;181
57;130;181
40;135;202
58;136;197
60;135;198
42;133;194
57;137;207
52;132;164
52;130;213
44;126;163
51;130;177
44;131;179
55;134;188
44;139;219
57;134;208
51;140;196
44;133;176
51;130;174
54;140;194
45;136;203
55;133;191
33;136;185
55;138;193
59;137;212
39;132;204
48;132;208
55;135;190
32;136;194
53;132;195
55;137;199
27;133;189
51;134;184
5;121;205
53;121;185
