MIN;AVG;MAX
28;88;110
55;90;120
55;91;115
54;91;116
5;86;126
38;71;99
44;73;109
35;80;115
44;86;119
46;85;103
42;85;107
29;87;113
44;88;111
46;91;124
43;90;133
22;86;120
45;91;124
39;89;108
54;90;116
35;89;122
58;89;113
57;92;123
29;85;113
48;83;112
54;85;128
50;85;106
34;86;115
51;88;120
50;86;120
49;86;111
20;78;105
34;79;108
53;87;128
52;89;117
29;85;113
51;86;113
51;85;113
52;86;104
38;86;121
51;85;119
49;87;115
54;89;110
30;89;120
45;87;116
54;88;114
25;86;111
50;84;117
48;83;105
48;83;119
26;89;117
52;88;118
55;90;125
52;89;109
35;88;111
51;88;111
54;87;114
55;90;111
33;89;113
55;91;119
52;91;124
53;89;124
31;90;117
53;90;123
53;88;119
57;89;111
34;89;114
49;89;121
55;90;118
54;91;132
35;88;106
51;88;118
55;89;113
34;89;127
56;90;130
49;90;135
53;89;112
29;90;122
54;90;118
50;87;115
51;88;119
27;89;121
56;141;213
100;180;216
79;178;217
109;181;217
70;180;214
96;168;213
68;169;213
95;171;213
54;173;216
95;177;218
67;170;215
70;120;197
61;106;140
41;101;141
61;110;144
87;155;209
64;157;212
91;160;210
52;159;210
92;159;208
60;155;211
84;152;203
81;154;204
55;156;204
88;158;211
59;156;211
86;156;208
56;156;212
87;160;210
80;150;206
60;155;205
87;156;202
62;158;206
90;158;199
68;155;205
80;161;207
82;162;210
77;154;209
98;160;207
74;159;208
83;164;205
51;164;211
89;162;205
93;165;208
55;161;208
85;159;211
79;163;212
88;164;213
68;162;210
85;162;207
75;163;210
92;164;209
85;163;211
74;159;207
92;165;204
62;163;204
86;163;204
51;163;208
86;162;211
79;166;211
86;156;204
103;158;206
47;162;210
88;163;204
44;164;207
83;163;206
56;159;205
78;166;212
67;161;210
68;162;208
67;163;208
65;163;211
84;164;214
63;166;209
91;166;208
54;163;211
68;160;207
71;158;207
84;163;204
82;164;212
49;165;211
88;165;210
69;161;209
84;164;212
57;156;204
75;159;212
63;162;213
81;165;209
70;163;209
65;162;212
81;165;213
78;162;207
79;162;210
58;160;207
100;165;205
85;167;210
53;171;213
90;178;212
74;169;209
92;168;207
56;156;204
97;167;208
67;165;208
55;161;204
63;170;213
84;173;211
78;175;214
80;167;213
85;170;214
50;171;211
79;186;215
86;176;209
78;181;212
98;184;214
79;189;215
96;189;214
74;176;209
84;172;207
43;164;210
76;177;209
96;186;209
82;183;209
88;180;211
77;183;212
88;172;209
63;160;207
23;156;203
47;164;209
74;171;210
68;163;208
84;155;205
64;162;211
80;152;206
73;173;217
69;178;211
75;182;216
62;160;209
57;118;141
55;119;153
50;118;148
60;135;210
68;168;211
88;168;207
74;166;207
81;170;210
84;168;212
72;165;207
92;171;210
64;151;209
77;163;206
57;168;206
83;170;211
70;164;206
96;170;211
60;169;211
91;165;209
86;160;209
69;170;213
99;170;209
74;169;210
83;172;211
61;167;210
77;168;209
60;164;209
84;160;205
77;167;209
84;164;206
89;168;209
59;171;207
94;164;209
76;168;207
81;165;205
51;162;208
77;166;209
66;167;211
87;172;210
81;175;209
93;170;209
88;173;211
57;169;212
74;167;211
74;169;212
77;169;212
75;169;214
67;167;205
60;170;212
88;169;210
64;162;203
79;168;209
49;166;206
84;169;212
81;170;209
72;166;207
77;168;210
74;168;208
79;165;206
62;162;200
83;166;210
65;168;210
86;172;210
77;167;207
82;171;208
75;170;212
75;165;208
37;162;208
75;169;211
95;167;206
70;167;212
82;168;209
64;168;208
84;172;210
71;162;211
81;168;209
94;170;208
75;168;208
79;170;210
72;170;206
77;169;209
79;169;211
74;160;207
16;136;201
21;152;206
80;162;208
75;168;211
87;175;213
68;168;208
87;173;212
69;164;211
92;170;214
82;170;212
90;170;212
82;166;210
64;164;204
70;163;212
20;151;204
71;152;195
58;167;208
80;170;214
16;146;203
26;148;208
19;157;210
76;168;210
96;178;210
71;168;208
67;173;209
65;167;205
38;170;203
76;176;211
3;158;241
69;210;300
82;226;300
52;232;300
93;217;300
49;220;300
97;231;300
47;226;300
79;229;300
109;221;300
76;221;300
102;229;300
79;221;300
75;248;300
104;245;300
80;248;300
22;228;300
49;166;211
66;163;207
16;164;216
53;174;244
20;141;243
23;122;173
57;127;176
36;123;181
60;128;171
53;127;176
42;128;200
58;125;183
50;127;181
37;122;169
57;127;194
57;129;178
36;125;179
53;127;183
52;127;179
41;127;183
52;126;179
46;123;197
39;127;170
47;124;161
50;125;178
36;127;178
53;126;172
18;123;160
24;121;162
53;123;179
51;126;197
35;127;183
59;126;176
50;126;180
36;126;173
52;129;179
46;126;180
34;122;167
55;128;192
30;127;168
54;128;183
52;128;184
43;129;183
48;129;191
57;126;193
36;124;169
47;127;190
48;130;193
36;125;179
52;129;187
49;128;166
40;128;185
55;126;179
57;126;170
39;127;178
50;127;179
49;128;176
39;124;211
58;130;183
77;242;300
115;251;300
83;248;300
77;249;300
74;171;291
56;166;219
82;164;221
78;180;300
110;236;300
86;225;300
111;223;300
67;235;300
97;235;300
84;226;300
65;231;300
109;224;300
73;215;300
101;208;300
75;218;300
57;221;300
94;222;300
90;231;300
117;239;300
66;234;300
124;233;300
88;228;300
75;218;300
124;227;300
88;227;300
114;234;300
89;234;300
59;230;300
122;227;300
87;215;300
108;220;300
90;234;300
77;230;300
121;225;300
57;235;300
110;224;300
75;228;300
111;226;300
69;236;300
75;234;300
130;226;300
89;227;300
108;229;300
79;232;300
58;230;300
99;226;300
69;236;300
101;226;300
92;230;300
69;220;300
101;243;300
78;237;300
90;225;300
70;233;300
92;222;300
111;231;300
77;232;300
99;224;300
83;216;300
75;224;300
113;229;300
87;221;300
117;224;300
65;233;300
114;229;300
79;232;300
89;220;300
88;216;300
56;192;282
99;201;300
83;211;300
114;225;300
74;219;300
107;221;300
75;225;300
55;214;300
105;214;296
68;207;300
102;240;300
83;235;300
83;231;300
106;231;300
82;225;300
107;226;300
84;238;300
80;227;300
103;238;300
90;231;300
111;233;300
68;224;300
111;226;300
84;236;300
89;229;300
114;237;300
73;227;300
83;240;300
88;235;300
83;227;300
103;219;300
81;235;300
110;232;300
70;228;300
87;233;300
122;224;300
53;237;300
103;227;300
78;236;300
69;235;300
102;221;300
70;234;300
92;231;300
82;230;300
78;224;300
102;232;300
90;238;300
89;233;300
69;230;300
90;224;300
67;229;300
70;232;300
89;227;300
85;220;300
71;234;300
88;233;300
74;221;300
91;230;300
88;224;300
81;237;300
108;236;300
81;232;300
101;227;300
88;231;300
60;222;300
102;223;300
71;232;300
93;228;300
87;228;300
106;226;300
83;230;300
84;234;300
88;224;300
80;224;300
94;233;300
78;228;300
76;216;297
82;217;300
65;229;300
102;225;300
88;232;300
85;227;300
80;232;300
93;229;300
93;229;300
74;229;300
109;232;300
74;239;300
89;226;300
84;238;300
81;230;300
92;221;300
68;234;300
76;233;300
103;226;300
74;233;300
89;221;300
82;219;300
93;227;300
101;233;300
88;224;300
104;230;300
80;226;300
70;226;300
91;221;300
74;223;300
92;234;300
75;231;300
97;228;300
74;232;300
80;229;300
91;234;300
79;220;300
96;239;300
87;220;300
62;226;300
88;228;300
80;220;300
86;213;300
87;225;300
102;228;300
84;227;300
78;230;300
101;227;300
78;227;300
98;241;300
81;227;300
77;228;300
100;234;300
81;232;300
107;227;300
79;224;300
71;224;300
99;231;300
70;221;300
119;239;300
73;228;300
76;225;300
102;224;300
86;231;300
108;233;300
78;232;300
85;232;300
95;230;300
80;228;300
84;226;300
95;222;300
91;230;300
74;221;300
84;224;300
80;232;300
85;233;300
96;223;300
21;223;300
39;228;300
105;239;300
84;229;300
85;226;300
20;216;300
96;233;300
64;227;300
85;227;300
88;226;300
93;241;300
85;230;300
88;231;300
72;230;300
96;231;300
64;224;300
97;228;300
77;232;300
73;230;300
90;229;300
72;227;300
102;234;300
89;233;300
81;225;300
106;229;300
67;231;300
105;225;300
84;227;300
83;233;300
126;228;300
84;224;300
98;229;300
71;226;300
80;252;300
116;252;300
94;256;300
81;195;300
53;165;205
73;162;203
59;160;209
84;225;300
74;219;300
106;230;300
81;229;300
69;226;300
80;236;300
81;221;300
94;229;300
76;233;300
85;231;300
96;228;300
62;232;300
99;221;300
77;236;300
102;233;300
74;227;300
74;228;300
107;232;300
86;221;300
97;221;300
70;230;300
61;219;300
95;224;300
80;223;300
86;228;300
69;226;300
70;230;300
96;229;300
74;232;300
104;231;300
82;225;300
112;220;300
86;229;300
83;232;300
106;229;300
93;230;300
80;225;300
71;225;300
85;221;300
109;223;300
86;219;300
111;227;300
62;225;300
110;228;300
67;230;300
90;221;300
114;226;300
75;229;300
113;226;300
77;224;300
88;229;300
112;236;300
88;232;300
101;227;300
69;229;300
75;226;300
101;225;300
88;228;300
92;226;300
81;235;300
89;228;300
102;238;300
72;224;300
99;235;300
79;230;300
111;220;300
81;224;300
62;220;300
108;236;300
76;234;300
96;228;300
83;222;300
86;232;300
86;236;300
82;229;300
95;233;300
87;233;301
64;233;300
110;225;300
85;233;300
99;227;300
81;223;300
77;215;300
110;230;300
65;225;300
97;229;300
76;220;300
89;231;300
85;227;300
71;229;300
87;232;300
67;231;300
93;227;300
66;218;300
91;213;300
99;224;300
87;232;300
92;226;300
86;230;300
99;226;300
86;235;300
83;229;300
101;219;300
91;232;300
97;233;300
69;227;300
76;232;300
99;229;300
83;227;300
107;227;300
75;222;300
76;224;300
111;237;300
86;230;300
107;241;300
56;228;300
79;230;300
91;231;300
76;221;300
93;227;300
88;239;300
76;229;300
100;231;300
80;234;300
109;231;300
82;238;300
84;229;300
91;232;300
65;231;300
88;231;300
78;235;300
76;227;300
82;231;300
83;229;300
97;231;300
70;231;300
89;236;300
88;228;300
79;235;300
92;226;300
69;224;300
91;232;300
73;227;300
67;223;300
101;227;300
79;227;300
91;228;300
91;233;300
89;233;300
94;228;300
70;231;300
100;227;300
78;226;300
69;235;300
94;236;300
79;226;300
111;231;300
82;233;300
83;223;300
59;227;300
81;233;300
94;229;300
85;235;300
95;224;300
82;234;300
60;221;300
37;194;292
13;191;285
68;205;280
43;207;300
56;212;300
57;205;300
83;208;300
67;211;300
102;223;300
83;241;300
59;231;300
83;227;300
77;233;300
84;237;300
80;229;300
71;225;300
94;227;300
66;239;300
95;224;300
62;202;300
72;237;300
91;242;300
84;232;300
94;219;300
71;226;300
70;227;300
87;234;300
85;231;300
89;227;300
89;232;300
82;231;300
91;233;300
86;235;300
97;238;300
87;256;300
90;259;300
110;258;300
80;196;300
58;168;208
50;165;208
73;182;285
77;217;300
52;131;204
54;127;196
39;130;204
58;129;190
39;129;183
53;124;170
51;128;184
39;126;178
56;130;184
51;130;180
36;126;176
51;130;188
51;129;185
34;124;174
59;135;189
57;131;187
38;130;206
65;130;189
51;128;192
43;128;183
49;128;187
57;126;183
35;130;181
49;126;192
39;129;179
54;126;175
69;129;180
31;125;172
59;128;189
64;123;182
41;127;183
57;129;184
65;126;182
38;131;189
62;124;180
63;125;173
30;120;172
61;121;188
60;125;171
36;124;180
64;120;165
66;125;172
52;124;175
64;123;174
59;123;182
39;118;164
20;126;183
66;126;178
38;125;177
64;130;193
48;129;205
42;126;187
51;124;171
47;126;176
37;130;188
60;129;189
56;131;186
29;132;186
58;128;180
36;129;173
52;121;160
28;128;178
43;128;182
48;130;185
49;130;191
37;128;188
53;129;190
55;130;178
39;121;169
55;127;170
59;129;186
39;130;185
51;126;170
51;129;185
40;129;193
54;127;175
57;139;300
97;253;300
93;256;300
102;254;300
77;229;300
48;167;210
70;166;208
62;175;253
50;205;300
71;226;300
95;232;300
82;232;300
96;240;300
75;237;300
74;229;300
91;223;300
61;224;300
96;229;300
87;231;300
100;223;300
72;233;300
76;229;300
112;234;300
85;224;300
111;230;300
65;230;300
71;231;300
99;230;300
83;234;300
110;232;300
81;235;300
65;230;300
112;225;300
70;234;300
117;228;300
84;229;300
90;226;300
115;238;300
91;223;300
97;221;300
88;230;300
85;232;300
104;237;300
93;223;300
93;229;300
83;231;300
87;234;300
103;232;300
85;229;300
107;232;300
68;232;300
85;230;300
115;231;300
87;236;300
105;229;300
60;234;300
75;223;300
112;237;300
62;225;300
82;232;300
83;231;300
102;227;300
71;224;300
80;223;300
105;227;300
87;237;300
115;228;300
80;238;300
85;225;300
109;231;300
81;225;300
104;227;300
77;221;300
72;232;300
116;224;300
85;232;300
102;233;300
74;231;300
18;234;300
44;243;300
93;254;300
122;251;300
89;250;300
87;249;300
106;242;300
99;258;300
75;255;300
149;250;300
94;249;300
82;260;300
118;254;300
85;255;300
85;222;300
102;223;300
79;235;300
91;238;300
89;255;300
94;259;300
125;247;300
89;244;300
86;252;300
125;248;300
82;258;300
69;244;300
88;203;300
76;214;300
98;224;300
79;218;300
96;220;300
88;199;293
67;216;300
110;227;300
79;240;300
123;254;300
78;247;300
47;196;300
93;185;221
59;180;223
96;192;296
64;149;298
41;133;188
70;135;193
41;132;193
70;133;197
69;131;182
45;135;194
70;131;202
63;129;180
40;133;188
68;137;204
73;137;192
40;130;186
69;136;196
39;134;211
71;134;183
65;129;183
46;134;196
67;133;195
49;132;173
44;130;184
65;128;194
66;129;189
44;131;200
67;126;181
72;132;200
38;131;192
70;129;173
42;131;199
65;131;184
69;132;183
42;129;194
65;128;190
68;129;194
35;130;176
71;132;185
61;130;198
40;128;189
68;129;192
59;124;161
36;127;180
72;132;181
68;129;185
40;130;199
68;132;186
43;130;199
67;132;192
67;129;181
37;127;182
62;134;204
65;129;174
41;130;194
67;130;200
66;134;201
41;129;185
69;131;194
66;130;167
47;130;183
68;135;224
41;129;173
70;135;198
65;129;184
47;129;211
36;122;168
66;131;205
31;124;182
67;131;178
62;124;172
44;128;192
67;128;170
63;133;201
38;126;171
49;130;192
66;131;181
35;131;197
68;129;170
39;131;192
64;129;177
65;127;176
37;123;176
63;130;200
69;132;201
39;129;201
66;134;194
66;132;204
39;129;202
66;130;204
65;126;178
39;132;193
67;133;184
68;136;205
44;134;204
63;130;179
41;129;195
69;131;193
65;125;167
37;131;182
67;132;185
65;129;190
42;132;206
67;130;209
69;133;196
38;130;185
66;125;178
71;135;190
37;133;195
67;130;163
41;128;190
63;127;199
67;130;202
42;126;188
60;120;165
74;132;183
40;130;183
69;133;194
66;135;212
39;130;194
68;137;184
65;134;208
35;125;178
69;136;212
39;130;189
66;132;180
67;132;192
41;133;208
53;134;176
55;130;194
39;125;183
67;129;168
69;135;203
40;126;160
72;135;198
68;133;190
38;132;210
66;130;195
38;127;182
70;134;186
60;130;183
44;135;193
67;130;198
69;132;188
38;132;202
69;129;207
64;129;184
40;131;185
69;135;219
71;133;185
39;131;184
72;132;208
42;133;188
53;128;182
52;132;210
41;130;202
58;133;198
58;134;197
51;131;189
53;129;192
60;127;191
37;126;195
67;133;186
74;135;196
40;134;201
60;136;198
41;125;182
67;131;199
73;133;196
39;126;178
67;133;193
63;134;184
44;134;185
66;133;187
70;134;175
46;134;178
69;136;203
39;129;182
70;134;180
68;136;199
40;134;188
68;134;184
68;136;200
39;134;182
65;134;185
62;127;181
42;135;192
70;134;188
40;135;203
70;134;195
64;132;181
37;131;181
63;134;195
71;129;178
44;133;200
70;135;188
69;135;179
42;134;181
74;135;193
42;134;193
56;130;202
60;129;186
40;130;188
68;134;177
69;134;183
39;131;179
66;133;183
69;134;173
39;134;196
66;129;196
43;132;170
68;135;189
73;136;196
40;136;187
68;135;189
73;133;186
39;129;176
66;129;178
67;133;180
40;134;193
67;134;199
46;134;189
68;135;195
66;131;176
37;132;184
72;129;178
66;132;184
40;134;188
70;136;206
71;137;193
38;135;209
69;136;199
36;128;183
69;133;195
70;135;190
42;133;193
74;134;187
67;133;179
32;135;207
66;131;186
65;130;190
41;130;201
70;136;192
41;132;184
67;133;172
70;133;191
41;135;194
64;134;196
64;128;170
42;131;211
69;135;214
71;135;207
44;135;202
72;135;205
40;134;189
69;134;179
69;128;174
44;137;205
68;135;191
69;133;177
39;131;179
71;135;184
69;133;183
41;133;173
69;129;180
37;130;187
65;135;196
68;133;193
30;135;184
69;136;182
69;133;193
41;133;195
64;128;166
69;135;193
38;133;194
70;133;192
39;130;178
70;134;176
70;134;200
46;135;200
67;127;181
66;134;192
31;136;201
67;132;190
70;134;191
42;132;190
70;130;191
40;129;182
37;127;179
70;136;185
36;133;184
71;134;195
68;137;190
39;133;197
70;138;202
72;133;192
40;131;203
72;135;185
40;137;200
69;135;194
66;128;179
36;135;191
68;130;171
65;132;185
47;131;189
68;136;194
47;136;200
48;134;184
68;136;182
42;133;186
74;133;183
70;135;197
49;130;194
67;137;194
70;137;213
39;133;179
71;130;203
67;131;189
41;137;196
70;130;174
41;130;183
67;132;178
66;133;208
36;135;218
72;134;209
44;135;223
38;131;207
63;125;180
71;128;195
33;129;170
43;130;176
35;135;178
47;138;202
53;129;182
38;127;170
66;127;182
65;133;205
40;134;200
73;137;195
53;137;187
34;131;187
75;138;194
68;136;187
32;125;179
69;134;176
34;135;194
70;141;193
70;132;174
35;130;182
71;132;182
66;133;194
40;124;173
73;131;177
69;134;182
40;131;180
70;138;195
39;134;189
72;136;187
76;134;189
41;128;199
72;138;200
39;133;195
45;132;179
68;132;201
68;133;176
33;136;214
71;133;188
69;125;175
41;135;188
60;125;158
40;124;183
30;130;183
70;130;187
37;137;203
69;134;199
64;129;196
46;131;196
68;132;192
73;138;206
45;135;199
67;135;198
42;134;186
71;133;199
70;131;191
46;134;185
65;136;197
70;136;186
40;134;180
66;133;189
69;131;184
41;132;206
47;128;189
42;132;200
67;129;181
65;130;185
34;130;189
72;132;188
69;130;203
33;130;183
71;131;198
61;130;196
41;131;176
69;129;187
70;133;170
40;134;187
71;139;217
39;136;204
65;134;193
72;137;186
41;127;181
70;130;167
70;133;191
41;136;195
67;134;209
68;126;171
39;130;183
70;136;189
43;134;197
69;133;197
68;133;188
44;130;182
68;135;183
64;128;177
40;132;214
70;135;200
75;133;192
44;136;193
70;138;214
43;137;195
69;134;203
66;133;180
40;133;203
70;137;224
70;136;198
34;135;185
68;138;202
66;139;196
38;134;190
65;127;194
40;132;178
62;129;171
69;128;187
39;130;195
73;135;188
69;133;181
38;133;206
65;128;174
40;134;192
39;133;208
70;133;168
40;133;194
65;136;192
68;134;196
41;131;180
66;126;184
38;127;175
35;132;205
42;130;182
67;128;174
42;133;203
62;125;181
68;127;178
51;126;204
68;135;226
72;134;186
40;137;210
71;140;190
41;134;191
70;136;208
65;135;209
55;132;196
67;133;191
71;131;195
42;131;182
66;129;176
56;128;184
50;133;173
62;135;203
42;128;197
68;136;219
68;133;194
40;131;183
66;132;196
63;137;194
45;136;222
62;135;187
67;131;188
42;129;206
72;136;195
43;132;189
70;132;182
70;132;211
49;131;189
67;131;213
66;127;168
39;136;195
66;134;187
69;128;181
19;135;202
73;135;196
41;131;195
62;134;217
69;131;177
32;129;188
69;129;173
71;132;184
40;130;185
67;134;195
68;136;189
42;126;183
66;130;192
68;139;212
39;132;177
70;138;194
38;137;195
66;136;199
71;136;193
42;130;180
70;137;220
65;132;191
40;133;192
69;138;196
42;135;212
68;138;200
65;136;196
48;134;185
69;139;203
67;137;194
57;139;196
75;139;204
40;139;203
72;136;209
71;140;220
41;128;168
71;139;204
71;143;206
40;140;209
69;136;177
64;130;208
45;129;192
66;131;189
38;127;173
70;134;210
67;133;209
41;133;195
71;131;182
71;132;198
48;127;182
68;135;207
70;129;199
40;133;178
66;135;186
40;134;175
68;132;194
69;133;210
40;133;179
69;132;205
34;131;194
46;132;185
69;133;200
70;137;206
42;133;185
69;136;216
41;131;175
69;129;173
65;132;201
39;137;206
66;133;202
65;134;191
48;133;195
69;132;190
70;133;192
38;133;198
68;132;194
40;136;194
73;135;195
71;137;194
38;133;190
67;133;195
66;132;193
37;123;164
71;133;186
68;132;196
41;132;217
72;138;206
46;141;206
69;137;203
71;140;216
40;128;178
68;137;185
73;137;188
39;135;201
52;140;202
65;134;195
42;137;190
56;143;214
38;131;191
54;135;189
54;135;199
43;136;187
65;133;205
70;134;191
38;137;207
70;133;212
34;124;178
69;137;208
73;136;187
41;135;185
68;137;199
66;135;182
41;135;212
64;132;205
66;127;172
41;134;181
68;132;191
41;130;170
66;134;189
66;134;187
41;134;189
68;135;185
68;127;203
42;132;196
67;135;198
68;138;238
41;135;184
68;135;192
40;132;191
62;136;199
49;130;189
28;132;188
56;135;207
58;137;222
41;134;197
55;133;200
55;136;183
37;135;194
58;129;180
31;135;178
57;133;199
52;135;194
26;131;179
55;135;190
30;135;191
43;132;201
53;130;175
54;135;203
44;137;182
52;134;181
39;132;182
60;137;191
58;135;191
41;133;198
55;132;202
48;134;189
38;134;202
69;135;183
69;136;187
24;131;180
68;134;189
42;130;192
67;131;174
70;134;180
42;133;203
74;139;201
65;133;194
39;133;189
70;133;180
67;133;184
41;127;167
53;135;177
45;135;206
70;133;184
69;135;189
46;135;180
66;131;182
68;130;203
36;132;190
69;133;173
69;134;187
32;132;183
71;136;190
39;134;182
68;135;192
66;131;213
30;135;192
71;132;187
72;136;179
41;132;188
71;138;191
69;137;197
39;132;197
38;129;191
41;133;195
67;139;208
69;140;217
41;132;198
70;136;185
73;136;191
40;129;182
69;130;176
73;134;188
41;131;181
72;133;178
49;132;194
69;138;198
69;136;193
34;134;194
67;130;187
69;134;179
41;136;193
70;137;199
47;137;219
67;137;207
68;140;209
44;138;219
29;127;180
66;138;197
41;137;199
67;136;189
73;135;187
45;136;189
70;135;195
40;134;194
68;131;178
67;138;196
54;133;194
63;131;169
66;136;207
42;133;185
68;133;186
23;126;183
36;120;185
71;132;191
43;135;208
70;134;201
63;132;219
40;133;189
67;136;189
66;135;179
40;131;185
71;133;207
67;133;187
41;134;206
74;134;186
43;137;206
69;135;193
67;131;201
43;129;189
70;135;206
73;135;194
42;131;197
54;131;185
57;135;203
41;132;200
51;132;190
38;131;181
56;134;193
51;132;175
40;132;192
60;138;202
49;131;173
40;132;193
63;133;186
51;127;169
39;129;196
50;131;190
50;138;193
54;137;194
54;135;197
40;134;180
50;128;179
52;131;184
38;133;186
28;135;184
50;134;177
42;133;172
53;136;204
45;135;209
52;130;174
52;138;237
39;134;196
54;131;186
56;137;196
38;133;188
50;132;182
58;133;194
40;128;171
66;131;193
66;131;181
43;132;182
63;135;205
37;132;201
70;133;196
71;134;191
38;128;181
72;134;189
64;131;195
37;130;180
67;131;166
65;132;192
38;130;188
62;133;204
37;127;184
53;125;159
67;131;182
29;130;186
71;135;188
67;131;176
37;130;194
66;128;165
64;128;186
43;133;193
71;133;183
72;130;206
38;125;172
69;129;167
32;131;189
41;130;192
62;129;192
43;125;159
66;130;197
67;132;192
40;135;189
55;132;185
57;136;185
37;133;197
51;132;184
64;135;184
33;131;176
57;133;190
34;131;185
38;134;203
52;133;192
42;134;186
52;130;188
59;140;197
44;137;215
56;139;196
67;137;193
37;137;204
70;139;210
45;131;195
64;133;185
54;137;201
41;134;198
39;135;202
54;137;195
41;137;211
54;137;212
51;131;188
45;137;192
53;137;193
41;136;197
70;135;206
72;136;190
41;131;193
71;135;207
53;134;188
42;134;194
38;126;178
68;131;186
32;137;212
58;139;199
46;135;200
59;141;197
49;128;199
42;138;198
56;138;203
57;138;196
33;135;199
56;140;202
42;141;202
46;131;199
50;130;205
50;141;220
58;137;199
52;135;205
42;137;208
57;139;193
39;139;227
57;136;207
51;134;207
38;136;196
52;134;211
21;125;188
43;134;206
54;136;188
58;141;206
45;135;190
57;131;194
29;136;201
56;141;203
61;141;209
41;136;209
55;137;193
56;140;198
40;132;208
54;131;208
55;138;192
45;135;191
52;139;210
42;139;200
53;143;216
56;139;200
42;136;195
55;134;207
68;139;214
40;137;199
69;137;195
38;140;212
68;139;204
77;143;202
34;134;190
68;135;206
67;139;220
38;139;195
65;140;203
41;134;198
25;132;204
69;140;198
51;133;210
74;141;202
71;138;203
50;140;194
73;138;200
48;141;220
73;139;204
68;137;195
38;130;208
63;132;205
68;138;213
38;135;206
73;136;193
40;138;216
67;140;197
68;138;210
40;132;190
66;132;190
72;141;202
33;133;192
74;137;204
53;135;208
72;138;197
70;137;194
38;134;186
72;138;204
73;135;192
41;139;203
69;137;192
69;136;202
40;138;213
70;136;211
41;133;192
71;138;196
69;135;196
43;139;213
70;136;192
70;142;201
46;137;200
73;139;203
39;128;180
70;139;198
67;136;190
40;141;217
73;139;202
69;136;196
41;138;203
72;139;204
39;128;177
70;138;190
74;138;197
34;132;189
72;139;187
68;137;213
38;138;190
69;138;200
41;134;191
70;141;207
70;136;188
40;135;189
68;139;225
69;134;173
40;135;195
70;137;195
42;132;189
72;135;188
71;140;207
40;141;205
70;140;186
72;139;209
41;136;205
62;130;201
73;133;181
41;137;207
70;138;198
39;134;180
70;138;232
70;138;199
39;137;202
73;134;202
69;135;190
